Task_name,Participant #,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response
Movie Task-c4,subject_60,-10,98.57772,8.3,1,9,8.9,1,7,6.8,7.7,6.2,8.6,5.9,8.3,7.7,1.8
Movie Task-c4,subject_60,-10,174.2052888,10,7.5,1,9.5,1,1,7.3,7.4,1,9.3,1.1,1.9,6.2,3
Movie Task-c4,subject_60,-10,6.5980349,2.7,2,2,8.1,1.6,7.2,9,1.1,1,4.6,7.8,8.4,1.7,1
Movie Task-c4,subject_64,-6,218.4275677,9,5.7,1.6,9.5,1,8.9,2.2,5.8,5.9,4.4,7,6.6,5.5,5.6
Movie Task-c4,subject_64,-6,123.6482409,8.9,4.3,2,9.5,1,4.9,3,3,2,3,8.5,8.4,7.3,3.7
Movie Task-c4,subject_64,-6,151.4214427,5.2,5.6,1.8,7.2,1,8.3,5,6.8,8.4,7.3,2,8,4.3,5.3
Movie Task-c4,subject_64,-6,104.7332476,8.4,8.6,3.8,9.4,1,8.9,8.4,9.5,9.1,8.3,2,1.8,7.3,8.8
Movie Task-c4,subject_64,-6,163.1123776,8,8.8,3,9.5,1,6.9,8,9,10,10,2.6,5.3,6.4,2.7
Movie Task-c4,subject_64,-6,10.7725094,10,8.8,2.2,8.1,1,7.1,7.3,8.6,8.4,4,3,5.2,7,3.1
Movie Task-lms,subject_64,-9,130.6392838,6.3,4,2,7.5,1,7,7.8,6.2,3.1,5.3,2.3,8.5,2.7,3
Movie Task-lms,subject_64,-9,205.5135522,7,8,2.1,8.8,1,5.9,5.7,6.5,7.9,4.1,3.7,5.1,8.6,5.7
Movie Task-lms,subject_64,-9,86.3347287,8.4,6.9,2.4,8.8,1,8,2,5.4,5.2,4.1,2.8,5.4,5.5,7.5
Movie Task-lms,subject_64,-9,70.9727952,7.3,1.9,1.8,7.6,1,5.3,2.4,2.6,3.9,6.3,3,2.8,1.6,8.9
Movie Task-lms,subject_64,-9,180.7099039,8.9,8.9,1.3,8.9,1,8.2,8.3,5.3,2.4,3,1.6,9,7.7,8
Movie Task-lms,subject_64,-9,9.6898655,7.2,8.3,2.3,7.6,1,7.6,2.2,8,8.4,2.3,2.1,1.6,3.2,1.9
Movie Task-summer,subject_64,-10,122.2560393,6.7,8.6,1.5,8.5,4.7,8.5,8.3,2,2.5,2,2.6,3.2,1.7,1.6
Movie Task-summer,subject_64,-10,115.407828,8.7,9.1,5.3,8.7,1,6.7,6.5,1.6,1.9,5.6,2.8,6.4,10,7.8
Movie Task-summer,subject_64,-10,144.9635695,9,8.9,8.1,4.4,2,8.2,8.5,3.8,2.6,6.5,2.6,7.4,9.3,8.2
Movie Task-summer,subject_64,-10,130.5701719,9.2,9.4,2.9,8.4,2.3,8.1,9.9,6.2,1.7,6.2,2.1,2.2,3.1,8.5
Movie Task-summer,subject_64,-10,100.612464,8.2,9,2,6.6,3.1,8.1,7.7,7.8,2.3,8,7.7,2,3,3.1
Movie Task-summer,subject_64,-10,6.1289926,8.1,9.2,1.7,8.6,3.1,9,6.4,3.5,3.1,3.8,5.4,8.9,9,2
Movie Task-lms,subject_66,-13,139.8074139,6.5,7,1.6,5,4.9,6.5,2,2.5,1,1,7,4.9,9.1,5.1
Movie Task-lms,subject_66,-13,207.8026732,2.1,8,6.6,4,2,6.9,4.6,1.4,2.2,2,2,7.7,9.1,5
Movie Task-lms,subject_66,-13,87.2371072,1,10,1.5,1.6,5.6,7.3,7.7,1.8,3,2.1,2.3,6.2,8.7,7.9
Movie Task-lms,subject_66,-13,85.4015428,9,9.1,2.8,1,2,8.5,10,2,6.5,3.1,8.4,3,2.9,9
Movie Task-lms,subject_66,-13,204.6315962,8.2,8.5,6.9,2.3,4.9,1.9,7.4,7.1,6.3,1,5.1,5,7.4,5
Movie Task-lms,subject_66,-13,8.7366211,5.2,7.5,1.8,7,3.1,7,7.8,1,8,2.3,5,7.1,10,7
Movie Task-summer,subject_66,12,103.9542607,5.3,9.4,1,2.6,3.9,9.3,9.1,1.6,5,1,1.8,2.7,6.1,5.3
Movie Task-summer,subject_66,12,152.6221873,4.4,10,1.8,7.6,9,8.5,10,2.8,3.7,3.2,1,10,1.7,9.6
Movie Task-summer,subject_66,12,255.7560427,7.2,8.4,3,3.4,3.2,6.1,6,7,6.8,2.7,3.7,6,8,8.2
Movie Task-summer,subject_66,12,144.4994511,1.3,8.3,7,7,7.6,7.3,2.1,1.6,1.7,2,3.7,2.8,10,6
Movie Task-summer,subject_66,12,159.5281923,7.1,7.6,1.4,3.1,4.5,9.1,4.1,1.7,8.3,5.5,2.3,9.7,1.9,2.9
Movie Task-summer,subject_66,12,11.1704369,1.6,5.3,5.7,1.8,3,7.5,5.6,6.4,5.3,1.9,5,1,1.8,5.6
Movie Task-c4,subject_66,-14,202.368872,3.5,5,8.2,6.3,2,1.6,3.3,8.4,3,1,1.8,3,10,2
Movie Task-c4,subject_66,-14,55.2112384,5,5.4,2.2,3.2,2.4,2.9,6,7,5.5,1,3.1,3.3,7.9,8
Movie Task-c4,subject_66,-14,128.2701521,5.4,8.4,3.1,5,4,8.2,7.6,6.4,4.1,2,4,10,10,3
Movie Task-c4,subject_66,-14,208.5504233,2,8.3,4.5,3.5,4.6,8.1,7,7.8,9,1.9,4,8.1,6.7,2.1
Movie Task-c4,subject_66,-14,69.9383786,2.3,6,2.8,4.6,3.8,8.6,7.7,7.7,2.5,3.3,10,7,8,1
Movie Task-c4,subject_66,-14,5.2119354,3.7,5,2,3.8,3.1,6.7,7.2,5,2.8,2.6,2,3.8,3.9,2
Movie Task-summer,subject_74,7,178.8435252,5.6,8.4,2.6,6.9,1,8.2,1,6.8,2,7,2.2,2.1,1,5.9
Movie Task-summer,subject_74,7,117.4932795,9,8.9,9,5,1.1,3,8.7,6.2,2.4,8,3.3,3.1,6.8,4
Movie Task-summer,subject_74,7,162.3283594,5.2,10,7,3.5,2.5,7.7,7.4,6.4,2.4,8,9,8.7,10,10
Movie Task-summer,subject_74,7,164.2795822,7,10,8.9,10,4.9,3.1,5.1,6.1,2.2,4,8.8,7.5,7.7,6.7
Movie Task-summer,subject_74,7,103.4997209,3,2,5.4,2,3,4.5,3.3,7,1.5,8.2,1.9,3.2,7.2,1.4
Movie Task-summer,subject_74,7,8.9253736,8.6,8.1,6.3,3,2.6,3.3,4,2.2,2.1,4,4.2,4.4,4.4,2.5
Movie Task-lms,subject_74,-10,119.1311293,2,7,3,4.2,2,3,6.8,3.3,6.4,7.7,1.8,3.2,4.5,5.9
Movie Task-lms,subject_74,-10,190.8030658,8.5,7.2,7.1,10,4,4,2,6.2,7,8.2,2.5,7.4,6.3,4.9
Movie Task-lms,subject_74,-10,161.911917,7,5.9,3.7,7,4.1,6.9,6.5,4.3,4.1,8.7,7.1,6,7.4,6.8
Movie Task-lms,subject_74,-10,127.2194431,9,1.9,4.8,8,3.7,2.8,2,10,9.3,2.3,10,7,2,5.5
Movie Task-lms,subject_74,-10,114.2241081,4.5,3.3,4,2,4.2,2,2.9,3.3,4.8,8.2,3.8,2.2,3.7,3.5
Movie Task-lms,subject_74,-10,3.3833126,1.9,3,2,1.7,3.6,3,3,4,3,7.4,3,3.2,5.7,8.1
Movie Task-c4,subject_74,-14,161.0981181,9.8,9,1.9,8.2,6.7,2.5,6.4,4,7.8,7,4,1,3,3.3
Movie Task-c4,subject_74,-14,159.0419947,2.9,1.9,6.7,5.7,1,7.4,3.9,6.6,2.3,3.2,7.8,3.9,10,2.5
Movie Task-c4,subject_74,-14,113.7572959,1.4,2.3,1.7,4.2,1.5,2,3,10,7.7,3.1,2.6,2.8,2.7,2.3
Movie Task-c4,subject_74,-14,127.617452,8.6,7.1,4,2.2,3,2,6.3,9.2,3.7,4,3.8,3.5,2.9,1.8
Movie Task-c4,subject_74,-14,127.0176219,9.3,3.7,3.7,7.8,2.9,2,3,8.5,3.8,10,2.2,3.6,2.1,3.2
Movie Task-c4,subject_74,-14,5.5171513,10,2.2,1.9,3.3,2.8,2.5,1.2,10,8.3,1.6,3.5,3.6,3.6,2.2
Movie Task-c4,subject_76,13,158.3790549,2.7,9,3.4,8.7,8.5,8.1,2.8,2.5,9.2,3.1,8.5,8.9,8.1,9
Movie Task-c4,subject_76,13,144.7339098,2,8.3,6,8.7,9,8.2,1.7,2,8.9,3.5,7.6,6.4,6.7,4.2
Movie Task-c4,subject_76,13,129.8545656,3.1,6.6,3,2.5,6.5,8.9,1.4,3,6.2,2.9,7.6,8.2,5,7.7
Movie Task-c4,subject_76,13,117.0932792,6.7,8.3,5.7,8.7,1.3,7.9,3.8,8.5,4.2,2.9,3.9,8,6.3,8
Movie Task-c4,subject_76,13,144.000642,2.8,9.2,5,9.7,7.7,7,4.2,3.5,4.2,3.5,7.6,7.9,6.8,6.3
Movie Task-c4,subject_76,13,6.684567,9.9,8.3,2.3,8.2,7.6,1.4,3,1.5,7.8,2.5,9.2,7.7,7.2,7.7
Movie Task-summer,subject_76,14,92.6441279,3.2,8.4,2.5,9,8.3,8.5,3,2.4,3.7,2.6,7.4,3,8.4,8.7
Movie Task-summer,subject_76,14,142.347321,3,8,4.8,8.9,7.1,7,3,3.6,6.3,2,8.1,7.1,7.8,8.6
Movie Task-summer,subject_76,14,159.4959454,8.1,10,2.9,8.2,8.8,7.8,1.8,2.5,3,3.7,8,7.5,8.5,10
Movie Task-summer,subject_76,14,97.1281234,7.4,9.3,3,7.2,8.5,8,1.9,3.7,2,3,8.5,8,7,7.1
Movie Task-summer,subject_76,14,172.6221326,8.4,8.5,2.9,6.6,6.1,9.8,3.2,2.9,2.7,3.4,8.2,7.2,2.5,2.8
Movie Task-summer,subject_76,14,5.2980163,4.5,9.1,4.7,3.6,7.5,8,3.6,1.2,4,3.2,4.2,4,7,4.9
Movie Task-lms,subject_76,-7,132.5089981,4.7,7.9,1,7.7,2.5,8,6.1,2.9,2.1,1.7,8.3,8.8,7.6,3.7
Movie Task-lms,subject_76,-7,144.1330168,4.3,8.2,4,7.5,8,7.2,3.7,2.4,3.3,3.2,7.7,7.3,7,6.5
Movie Task-lms,subject_76,-7,127.2192139,7.1,7.9,7.1,8.2,7.6,2.9,4.1,3.2,2,4.1,8.1,3.6,7.6,7
Movie Task-lms,subject_76,-7,111.7395836,8.9,9.9,3.4,2.7,9.2,8.6,3.7,4.2,3.3,3,8,1.6,7,7.8
Movie Task-lms,subject_76,-7,143.0990215,2.1,4,3.3,4.4,6.9,3.3,3.8,3.2,2.6,3.5,8.4,7,9,6.6
Movie Task-lms,subject_76,-7,6.4340743,9.4,7.9,1.5,8.5,7.6,8,2.5,8.4,8.5,2.3,8.9,8.6,8.9,8.5
Movie Task-lms,subject_91,-8,210.3004917,3,6.6,4.9,7.3,3.9,5.3,8.7,2.3,1.7,6.2,5.6,5.8,3.6,3.8
Movie Task-lms,subject_91,-8,161.1605786,1.9,4.6,6.4,3.6,2.4,3.8,5.7,2.7,1.2,3.2,5.9,5,5,5
Movie Task-lms,subject_91,-8,115.0744114,5.9,5.6,7.4,4.6,4.1,6,3.5,3.3,3.9,5.8,5,7.1,4.3,4.5
Movie Task-lms,subject_91,-8,130.4034121,4.5,4,5.5,4.6,2.4,3.8,4.9,2.6,4.5,5.3,3.2,2.6,5.3,5.5
Movie Task-lms,subject_91,-8,131.1703114,5.7,5.9,2.9,3.7,3.4,3.7,4.7,5.9,5.5,5.9,4.8,3.4,4.8,5.1
Movie Task-lms,subject_91,-8,8.9840778,3,2.5,2.1,1.4,2.5,2,2.8,1.7,3.1,1.7,5.3,4,2.9,5
Movie Task-summer,subject_91,-6,151.5908488,4,5.9,4.9,6.9,6,7.3,4.6,5.5,5,5.3,6,8.2,2.9,6.4
Movie Task-summer,subject_91,-6,70.1070397,3.9,6.2,3.8,1.5,9.1,5.9,6.2,2.3,5.5,6.5,4,6.3,5.9,6.7
Movie Task-summer,subject_91,-6,220.2590797,8.3,8.1,4.4,4.2,4,7.9,5.2,6.3,7.2,7.4,3,7.7,2.5,7.1
Movie Task-summer,subject_91,-6,70.1409533,2.8,5.9,5.7,2.9,2.5,2.9,3.8,4.5,3.2,4.4,4,3,2.9,4.5
Movie Task-summer,subject_91,-6,128.8186894,4.4,6.3,4.3,2.9,2.6,3.5,4,3.9,5.7,5.2,3.2,3.3,4.3,3
Movie Task-summer,subject_91,-6,6.3884694,3.6,4.7,3,3,3.2,4,4.4,4.4,3,5.9,3.5,4.3,4.7,2.8
Movie Task-c4,subject_91,-14,190.0886134,3.8,6.3,4,3.8,3.9,3.5,6,5.9,6.3,6.8,4.5,4,3.2,6.5
Movie Task-c4,subject_91,-14,112.3055981,5.9,4.5,5.7,3.8,3.4,6.5,3.9,4,5.1,5.7,4.7,4.9,3.9,5.3
Movie Task-c4,subject_91,-14,142.5631035,6.5,6.5,4.4,2.7,3.6,7.1,7.4,6.1,5.9,6.1,2,6.2,4.3,3.4
Movie Task-c4,subject_91,-14,97.3937782,6.2,5.8,5.2,6,3,6.5,5.3,7.3,6.3,7.1,4.7,5.3,4,5.1
Movie Task-c4,subject_91,-14,156.6399798,6.2,4.5,4.3,4.1,3.5,5.4,6.1,5.8,6.3,6.1,4.2,5.4,4.7,4.4
Movie Task-c4,subject_91,-14,8.3564918,5.7,6.1,6.5,5.3,4,6.1,5.7,6.7,5.5,6.1,2.9,4.8,5.1,4.9
Movie Task-summer,subject_94,-10,155.996407,8.1,7.4,4.1,9.9,3.6,5.9,3.3,1.4,3.2,2.3,1,2.7,1.4,5.5
Movie Task-summer,subject_94,-10,130.7364837,9,4.9,1.6,9,1.7,1,1,1.9,1.8,1.9,1,2.6,1,7.7
Movie Task-summer,subject_94,-10,112.872915,10,6.9,1,7.5,6.8,6.9,1,1.5,1,3,2.2,3.6,1,6.8
Movie Task-summer,subject_94,-10,192.9536735,9.5,1,1,6.7,1,1,1,5.4,1,6.1,1.5,2.9,1,5.5
Movie Task-summer,subject_94,-10,59.6134277,8.8,3.1,1,8.5,5.4,3.6,1,1,7.6,3.6,1,5.3,1,5.6
Movie Task-summer,subject_94,-10,8.828815,10,10,4.5,9.7,6.4,7.5,7,2.6,7.3,3,1.4,5,1,4
Movie Task-lms,subject_94,8,115.9835091,7.2,4.6,1,9.9,1,1,1,1,9.1,3.8,1.5,1.3,1,8
Movie Task-lms,subject_94,8,189.5340349,10,7.5,1,8.7,1,6.7,8.3,1,8.7,7.2,1.3,7,1,1.9
Movie Task-lms,subject_94,8,157.6754079,10,8,6.5,7.4,1,8.9,1,4.2,9.4,6.5,1,1.3,1,4.8
Movie Task-lms,subject_94,8,129.8203277,3.9,6.5,1.1,8.4,6.8,3.2,6.5,1,8.1,3.7,2,2.3,1,5.4
Movie Task-lms,subject_94,8,112.3880872,8.4,7.4,1,9.6,1,1.5,7.7,7,7.4,8.1,2.6,7.5,7.8,5.9
Movie Task-lms,subject_94,8,4.4453951,9.9,1,1,7.2,3.6,6.5,2.2,1.8,8.2,1.2,7.9,2,1,7.8
Movie Task-c4,subject_94,6,175.0122399,8.4,7,1.3,8,5.9,8.3,7.2,1.1,8.7,1,7.9,6,6.8,6
Movie Task-c4,subject_94,6,101.4630947,8.9,7.7,6.4,8,7.3,6.8,6.2,3.1,8.5,1,3.6,6.8,1.4,5.4
Movie Task-c4,subject_94,6,82.4319283,8.7,7.8,7.9,9.1,8.6,6.8,7.3,1,9.6,7.6,9.5,7,7.2,5.6
Movie Task-c4,subject_94,6,187.28194,6.9,6.5,1.7,8.2,1.2,6.9,6.4,1.9,9.4,1,9.3,8.4,1,5.6
Movie Task-c4,subject_94,6,127.5840269,7.5,6.2,1,8.1,6.2,1,5.8,1,8.2,1,9.5,6.1,1,5.1
Movie Task-c4,subject_94,6,6.1940916,7,6.9,1,10,7,6.8,7,6.9,8.9,1.1,9.9,7.4,1,4.4
Movie Task-summer,subject_95,-12,193.467195,8.3,7.8,2.8,8.2,3.7,2.5,6.4,2.7,3,3.9,7.1,8.5,9,3.5
Movie Task-summer,subject_95,-12,158.8266781,8.2,8.1,2.2,7.8,8,2.1,3.5,2,3.4,7.1,4.3,7,3.5,8.5
Movie Task-summer,subject_95,-12,117.4431523,7.9,2,2.1,2.7,8.1,2.7,2.8,3,3.1,8,8,7.5,6.6,3.1
Movie Task-summer,subject_95,-12,127.9500044,8.8,7.9,1.7,7.5,8,2,3.2,2.2,3.5,6.3,9,7.7,3,5.5
Movie Task-summer,subject_95,-12,128.9183395,6.5,8,2.5,8.4,3.8,7.8,7.1,2.2,2.5,6.8,4.6,6.8,2.4,2.5
Movie Task-summer,subject_95,-12,10.4376966,5.8,8.2,1.6,7.3,8,7.6,2,1.4,2.1,6,2.6,8,2.8,3.2
Movie Task-lms,subject_95,14,99.8329926,6.4,7.7,3,6.4,7.1,6.2,2.3,3,1.9,7.4,2.8,4.4,2.7,6.9
Movie Task-lms,subject_95,14,157.525897,6.6,8,2,7.7,7.4,8.6,6.4,3.1,8,6.9,2.6,6.9,2.6,3.1
Movie Task-lms,subject_95,14,114.8913725,3.7,3.7,2.8,9,4,8.6,3,4.9,3.9,5.9,3.6,4.4,6.9,4.7
Movie Task-lms,subject_95,14,111.9377324,4,6.8,3.6,7.4,2.5,8,3.1,2.7,1,9,4.5,3.2,1,9
Movie Task-lms,subject_95,14,143.7151677,3,7.6,2.8,9,5.9,4,3.9,4,4.6,7,4.1,3.7,2,7.9
Movie Task-lms,subject_95,14,5.8928144,6,8,4.4,5.9,5.8,8.4,3,3,3.1,7,3.7,2.7,2.5,4.5
Movie Task-c4,subject_95,7,164.1666719,7.3,8.6,2,8.4,8,7.1,2.2,2,2.1,7.5,3.1,8.5,1.9,5.2
Movie Task-c4,subject_95,7,158.7433858,3.1,7,4,5.7,2.3,7.6,1.9,4.2,5.2,2.8,3.2,7.2,2.9,4.1
Movie Task-c4,subject_95,7,119.7451776,6,6.5,2.3,9,4,7,2,5,5.9,7.2,2,8,2.1,4.5
Movie Task-c4,subject_95,7,128.9187137,5.6,8,3.2,6.8,7,6.4,3,8,8,8.3,3,2,6,4.1
Movie Task-c4,subject_95,7,128.5181227,4.5,6.5,2.8,7.5,6.5,8,2.6,5.7,4.3,7.1,3.4,4.3,3.1,4
Movie Task-c4,subject_95,7,8.6414476,6.3,7.3,1.9,6.6,7.2,7.4,2.9,6.3,7.2,6.6,3.7,3.3,7.3,4
Movie Task-summer,subject_96,-9,218.3872629,6.2,1,1,5.8,5.9,5.1,1,1.4,8.7,4.3,3.9,4.6,5,3.8
Movie Task-summer,subject_96,-9,123.8134094,1,1,1,3,8.1,4,4.3,2.5,1,4.2,3.9,5,2.8,7.6
Movie Task-summer,subject_96,-9,144.1129708,8.3,5.7,1.1,5.8,1,1,2.3,2.1,2.8,4.1,7.4,6.1,1,5.1
Movie Task-summer,subject_96,-9,105.1990501,5.3,1,1.9,2.4,3.5,10,1.3,2.1,2.7,6.9,3.9,6,1.5,3.5
Movie Task-summer,subject_96,-9,159.6260976,5.5,1,1,3.2,4.9,10,6,3,2.9,3.6,3.5,3,1,1
Movie Task-summer,subject_96,-9,6.9799408,5.8,1,3,3.1,3.4,10,2.3,3.4,4.6,5.8,4.6,4.5,3.2,3.1
Movie Task-lms,subject_96,14,111.225973,2.9,8,1,7.3,2.9,6.5,3.2,3.5,3.4,6.4,3.8,6.7,2.2,3.1
Movie Task-lms,subject_96,14,114.5562763,2,6,4.4,9,7.8,10,4.3,3.1,2.7,6.2,4,8.5,7,1
Movie Task-lms,subject_96,14,128.1318766,4.1,7.4,7.8,10,4.4,6.5,6.4,7,2.3,6,3.9,7.9,6.9,1
Movie Task-lms,subject_96,14,141.0602718,4.3,5.7,4.4,4.4,4.7,8.2,1,3.1,5.2,7.4,6.7,7.4,3.5,4
Movie Task-lms,subject_96,14,158.3410614,6.8,7.9,6,6.5,3,6.4,4.5,4,6.2,4.5,7,6.9,2.9,4.6
Movie Task-lms,subject_96,14,4.1752557,9,8.7,3.7,6.1,5,3.2,3.4,4.3,3,6.1,6.7,8.2,6.9,2.9
Movie Task-c4,subject_96,11,175.0592087,6.5,6.7,4.2,7.6,4.3,5.2,4,3.6,3.4,7.3,4.6,5.2,6.1,2
Movie Task-c4,subject_96,11,111.4200837,4.4,7.5,1.3,5.4,4.3,3.6,3.3,7.9,3.8,3,4.6,6,3.7,2.8
Movie Task-c4,subject_96,11,96.40884,2.9,3.6,6.1,2.6,5.1,2,8,5.2,3.6,2,4.9,4.8,1.7,3.6
Movie Task-c4,subject_96,11,140.7935178,3.7,3.3,5.2,5.3,8.1,5.4,4.3,2,4,3,3.6,4.2,2.3,6.4
Movie Task-c4,subject_96,11,98.3437626,5.4,4.8,1.6,1.6,7.4,2.4,7.6,10,3.4,4.6,2.4,7.1,4.4,4.9
Movie Task-c4,subject_96,11,4.2260253,6.5,6.1,5.7,9,5.7,9.1,4,6.9,4.6,4.3,5.1,8.5,4.5,1.1
Movie Task-c4,subject_98,-8,130.2076586,7.5,7.9,3.9,4.1,2.1,7.7,2,7.1,2,6.2,7.4,4.1,2.5,3.5
Movie Task-c4,subject_98,-8,199.7415058,10,10,3.1,4,3,5.8,7,4.1,3.5,2.8,3,6.1,3.1,3.4
Movie Task-c4,subject_98,-8,163.0618528,4.1,10,3.7,3.1,3.1,7.4,10,4.4,3.6,6.4,3.1,6.6,2.5,2.6
Movie Task-c4,subject_98,-8,130.886009,7.8,7.6,2,3.7,2.9,8.7,8.2,3,2.5,7.2,6.4,4.2,3,2.5
Movie Task-c4,subject_98,-8,115.9741893,7.4,9,3.6,4,2.2,7.3,6.3,3,2.2,6,6.2,7.5,2.8,3
Movie Task-c4,subject_98,-8,8.5470956,7.8,7.9,2.8,3.9,3.3,4.4,7.5,3.1,2.4,6,4.1,6.1,3.3,2.8
Movie Task-summer,subject_98,10,204.4858169,4.3,6.9,7,2.9,7.7,8.2,7.4,7.2,2.8,4.1,4.2,7.1,7.1,8.3
Movie Task-summer,subject_98,10,114.0898525,6.1,8.7,6.6,2.7,8.1,8.4,8.1,3.5,3.4,6.1,6.3,7.3,8.2,7.8
Movie Task-summer,subject_98,10,143.8138807,4.6,8.9,4.2,3.5,8.8,8,7.1,2,2.4,4,7,6.7,7.9,8.7
Movie Task-summer,subject_98,10,102.4312271,6.3,8.9,3.1,3.7,8.9,9.2,8.3,1.8,3.2,3.8,7.1,7.2,9.3,3.1
Movie Task-summer,subject_98,10,158.6417746,6.1,9.3,6,3.2,7.6,8.2,8.9,3.3,3,4.3,7.4,6.4,7.4,2.6
Movie Task-summer,subject_98,10,17.0243168,3.9,4,2.5,3.2,6.6,3.3,7.4,3.5,2.4,6.2,3.2,4.4,6.7,3.8
Movie Task-lms,subject_98,-13,132.8246504,6.1,9.1,3.8,2.5,6.7,8.5,3,3.8,2.5,5.9,3.3,4.2,7.2,6.6
Movie Task-lms,subject_98,-13,142.328694,6.8,9.1,4,3.2,6.9,8.1,3.4,3.3,2.4,7,3.2,6.1,3.7,6.5
Movie Task-lms,subject_98,-13,127.9506616,6.9,8.6,6.5,3.6,8,7.7,2.5,3.6,3,5.8,3.2,4.6,5.5,4
Movie Task-lms,subject_98,-13,113.2063004,6.7,8.4,4,4.8,7.5,7.5,3.4,4,2.8,6.3,4.6,5.8,4.1,6.6
Movie Task-lms,subject_98,-13,143.7479192,5.8,7.8,3.8,3.7,7.7,8.6,3.8,3.2,2.2,5.8,4.1,5.5,6.2,4.3
Movie Task-lms,subject_98,-13,8.4793716,6.2,7.2,3.1,3.3,7.6,6.3,3.7,3.2,2.5,7,3.6,5.7,3.3,5.9
Movie Task-summer,subject_99,-5,182.5905599,7.6,8.8,3.9,9.8,7,1.9,4.5,3,6.6,7.1,7.5,6,2.5,6
Movie Task-summer,subject_99,-5,118.0595152,6.4,3.8,3.7,9.3,8.4,1.4,3.4,5.8,6.8,4.3,4.3,7.4,5.5,8.2
Movie Task-summer,subject_99,-5,160.6588082,3.3,3.6,2.2,9.3,8.5,1.2,4.2,4.7,7.7,6.8,5.2,6.4,1.6,8.4
Movie Task-summer,subject_99,-5,158.7411936,4.8,4.1,3.6,9.3,8.2,1.2,4.2,3.9,8.4,6.1,4.3,4.2,4.1,8.3
Movie Task-summer,subject_99,-5,99.5447145,5.6,3.7,3.5,9.2,8.9,1.1,4.2,4.3,7.1,6.2,5.9,6,4.5,7.2
Movie Task-summer,subject_99,-5,8.8329494,6.4,3,4,9.4,8.3,1.4,4.2,5.7,7.1,6,6.8,6.1,4.1,8.2
Movie Task-c4,subject_99,-13,169.0741254,3.4,3.7,3.3,10,8.8,1.1,3.3,3.2,6.9,4.8,5.5,5,2.7,5.8
Movie Task-c4,subject_99,-13,158.3737434,7.1,4.5,3.4,9.1,9,1.3,4.1,3.8,7.5,7.1,4.8,6.8,3,6
Movie Task-c4,subject_99,-13,112.85509,5.8,4.7,4.7,9.8,9,1.2,4.1,6.7,6.2,6.1,5.1,6,4.1,6.7
Movie Task-c4,subject_99,-13,128.817893,6.1,4.6,4,9.2,9,1,6.5,6.4,6.8,7,4.3,5.2,5.8,6.2
Movie Task-c4,subject_99,-13,128.2836622,5.1,7.8,3.4,10,9.4,1,4.6,5.3,7.6,5.7,3.5,6.3,5.3,4.7
Movie Task-c4,subject_99,-13,8.2315304,6.2,4.1,4,10,10,1,3.9,6.7,7.2,4,4.8,3.9,5.9,4.4
Movie Task-lms,subject_99,11,194.0920521,7.5,6.7,3.7,9.9,9.4,1,5.8,6.9,7.2,7.7,3.9,4,3.1,2.7
Movie Task-lms,subject_99,11,58.5122144,4.6,6.2,4.3,9.3,9.2,1.8,4.7,4.3,8.1,6.4,3.8,5.6,4.2,3.5
Movie Task-lms,subject_99,11,98.1764621,3.6,4.4,3.9,9.4,8.8,1.1,4.4,4.9,7.8,5.3,4.4,5.3,5.2,4.1
Movie Task-lms,subject_99,11,187.8313842,7,4.2,3.7,9.3,9.4,1.2,4,7,4.7,6.7,5.3,6.6,6.9,5.7
Movie Task-lms,subject_99,11,71.5390793,6.7,4,3.8,9.8,9.3,1.4,3.9,5.1,6.3,7.4,6.6,6.6,4.8,6
Movie Task-lms,subject_99,11,6.3057129,6,4.3,3,9.2,9.5,1.4,3.7,4,7.5,4.9,4.3,5,3.7,5.3
Movie Task-lms,subject_110,-11,235.3942996,6.8,9.4,6.2,10,2,1.5,3.2,3.4,2.1,3.3,6.8,5.5,7,2.5
Movie Task-lms,subject_110,-11,112.9063829,7.1,9.1,3.6,10,4.6,2.1,7,3,1,5,6,8,7,7
Movie Task-lms,subject_110,-11,92.1416127,4.3,2,2.4,10,5.6,5.4,8.1,7,6.9,6,5.7,6.9,1,5.1
Movie Task-lms,subject_110,-11,194.5877857,6.7,7,8.1,6.4,5,8.1,2.2,2,4.2,3,4.1,6.8,3.1,6.8
Movie Task-lms,subject_110,-11,132.4213317,4.4,8,2.1,10,3.2,2.1,2,2,2.8,7,3.9,4,3,2
Movie Task-lms,subject_110,-11,15.5115123,5.2,9.3,1.4,10,1.8,1.3,8,2.1,1.7,6,5.4,3.4,1.3,1
Movie Task-summer,subject_110,-10,180.9995591,3.8,7.9,2.5,10,2.6,5.5,7,3.1,2.3,7.2,4,7.4,3.1,6.5
Movie Task-summer,subject_110,-10,157.8431402,6,8,1.2,4.4,9.2,2.5,2.4,6.3,2.5,8.5,4.7,5.5,7.5,8.1
Movie Task-summer,subject_110,-10,116.3255488,7.7,8.8,1.7,10,1.6,1.7,7.3,3.2,2.3,7.6,4,5.6,2.4,2.6
Movie Task-summer,subject_110,-10,127.7343308,7.5,8.5,6.8,9.8,6.2,5.7,9,2.7,2.6,5.7,5.3,7.9,2,5.1
